kind,file,task,eval_mode,layer,seed,hf_id,hf_split,candidate_labels,Qs_shape,patch_desc,donor_source,donor_tasks,donor_pick,n_donor_bank,scan_effective,scan_skipped,base_acc_scan,ablt_acc_scan,flips_scan,anti_flips_scan,both_correct_scan,both_wrong_scan,patched_primary_method,patched_primary_rescued_pct,patched_primary_mean_dmargin,diff_time_shuffled_minus_patched_primary_rescued_pct,diff_patched_primary_minus_shared_randvec_rescued_pct,patched_0_rescued,patched_0_n,patched_0_rescued_pct,patched_0_mean_dmargin,patched_01_rescued,patched_01_n,patched_01_rescued_pct,patched_01_mean_dmargin,patched_full_rescued,patched_full_n,patched_full_rescued_pct,patched_full_mean_dmargin,patched_self_rescued,patched_self_n,patched_self_rescued_pct,patched_self_mean_dmargin,patched_transfer_rescued,patched_transfer_n,patched_transfer_rescued_pct,patched_transfer_mean_dmargin,control_time_shuffled_rescued,control_time_shuffled_n,control_time_shuffled_rescued_pct,control_time_shuffled_mean_dmargin,control_shared_mismatch_rescued,control_shared_mismatch_n,control_shared_mismatch_rescued_pct,control_shared_mismatch_mean_dmargin,control_shared_perm_rescued,control_shared_perm_n,control_shared_perm_rescued_pct,control_shared_perm_mean_dmargin,control_shared_signflip_rescued,control_shared_signflip_n,control_shared_signflip_rescued_pct,control_shared_signflip_mean_dmargin,control_shared_randvec_rescued,control_shared_randvec_n,control_shared_randvec_rescued_pct,control_shared_randvec_mean_dmargin,control_rand_subspace_rescued,control_rand_subspace_n,control_rand_subspace_rescued_pct,control_rand_subspace_mean_dmargin,control_patch_nonshared_rescued,control_patch_nonshared_n,control_patch_nonshared_rescued_pct,control_patch_nonshared_mean_dmargin
flipset,aqua_alpha_sweep_seed123.json,aqua,,4,123,,,ABCDE,4096x47,steps=0,,,,,254,0,0.20866141732283464,0.1968503937007874,20,17,33,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flipset,aqua_alpha_sweep_seed456.json,aqua,,4,456,,,ABCDE,4096x44,steps=0,,,,,254,0,0.20866141732283464,0.18110236220472442,21,14,32,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flipset,aqua_transfer_cross_mc_baselinecorrect_seed123.json,aqua,,4,123,,,ABCDE,4096x47,steps=0,cross_task_eval,"commonsenseqa,openbookqa",random,256,254,0,0.20866141732283464,0.1968503937007874,20,17,33,184,patched_self,75.0,0.6004626154899597,,,,,,,,,,,,,,,15,20,75.0,0.6004626154899597,15,20,75.0,0.6050567626953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flipset,aqua_transfer_same_task_seed123.json,aqua,,4,123,,,ABCDE,4096x47,steps=0,same_task_eval,aqua,random,254,254,0,0.20866141732283464,0.1968503937007874,20,17,33,184,patched_self,75.0,0.6004626154899597,,,,,,,,,,,,,,,15,20,75.0,0.6004626154899597,15,20,75.0,0.6039765477180481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openanswer,gsm8k_genmath.json,gsm8k,gen_math,4,123,gsm8k/main,,,4096x47,"steps=0,1,2,3",,,,,256,0,0.0390625,0.03515625,8,7,2,239,patched_self,100.0,,-12.5,87.5,,,,,,,,,,,,,8,8,100.0,,,,,,7,8,87.5,,,,,,,,,,,,,,1,8,12.5,,0,8,0.0,,0,8,0.0,
openanswer,gsm8k_pairlogprob.json,gsm8k,pair_logprob,4,123,gsm8k/main,,,4096x47,"steps=0,1,2,3",,,,,256,0,0.625,0.62890625,11,12,149,84,patched_self,100.0,3.5716676712036133,-9.090909090909093,72.72727272727272,,,,,,,,,,,,,11,11,100.0,3.5716676712036133,,,,,10,11,90.9090909090909,3.4392082691192627,,,,,,,,,,,,,3,11,27.272727272727273,-0.15115246176719666,2,11,18.181818181818183,0.30269303917884827,0,11,0.0,-0.030491994693875313
openanswer,humaneval_gencode_compile.json,humaneval,gen_code_compile,4,123,openai_humaneval,test,,4096x47,"steps=0,1,2,3",,,,,0,164,,,0,0,0,0,patched_self,41.666666666666664,,-8.333333333333329,24.999999999999996,,,,,,,,,,,,,15,36,41.666666666666664,,,,,,12,36,33.333333333333336,,,,,,,,,,,,,,6,36,16.666666666666668,,5,36,13.88888888888889,,0,36,0.0,
openanswer,humaneval_pairlogprob.json,humaneval,pair_logprob,4,123,openai_humaneval,test,,4096x47,"steps=0,1,2,3",,,,,164,0,0.6585365853658537,0.6463414634146342,5,3,103,53,patched_self,60.0,0.11281462013721466,0.0,20.0,,,,,,,,,,,,,3,5,60.0,0.11281462013721466,,,,,3,5,60.0,0.8171351552009583,,,,,,,,,,,,,2,5,40.0,-0.4298585057258606,0,5,0.0,-0.1260998696088791,0,5,0.0,-0.03916901350021362
subspace_mc,aqua.json,aqua,,4,123,,,ABCDE,4096x47,,,,,,254,0,0.20866141732283464,0.1968503937007874,20,17,33,184,patched_0,75.0,0.6004626274108886,0.0,50.0,15,20,75.0,0.6004626274108886,20,20,100.0,0.9095314979553223,20,20,100.0,0.9095314979553223,,,,,,,,,15,20,75.0,0.6000341892242431,,,,,,,,,,,,,5,20,25.0,-0.7357412099838256,6,20,30.0,0.1195683240890503,0,20,0.0,-3.5762786865234375e-07
subspace_mc,arc_challenge.json,arc_challenge,,4,123,,,ABCD,4096x47,,,,,,255,1,0.5137254901960784,0.5058823529411764,20,18,111,106,patched_0,85.0,1.3898219108581542,5.0,60.0,17,20,85.0,1.3898219108581542,20,20,100.0,1.653707504272461,20,20,100.0,1.653707504272461,,,,,,,,,18,20,90.0,1.390764093399048,,,,,,,,,,,,,5,20,25.0,-0.5940298080444336,1,20,5.0,-0.14447507858276368,0,20,0.0,1.1920928955078125e-06
